cod_ibge;localidades;periodos;leitos_total;leitos_hab;leitos sus;leitos_sus_hab;leitos não sus;leitos_naosus_hab
3515301;Estrela do Norte;2012;0;0,0;0;0,0;0;0,0
3515350;Euclides da Cunha Paulista;2012;0;0,0;0;0,0;0;0,0
3515608;Fernando Prestes;2012;0;0,0;0;0,0;0;0,0
3515657;Fernão;2012;0;0,0;0;0,0;0;0,0
3515806;Flora Rica;2012;0;0,0;0;0,0;0;0,0
3515905;Floreal;2012;0;0,0;0;0,0;0;0,0
3516101;Florínea;2012;0;0,0;0;0,0;0;0,0
3516507;Gabriel Monteiro;2012;0;0,0;0;0,0;0;0,0
3516804;Gastão Vidigal;2012;0;0,0;0;0,0;0;0,0
3516853;Gavião Peixoto;2012;0;0,0;0;0,0;0;0,0
3517109;Glicério;2012;0;0,0;0;0,0;0;0,0
3517208;Guaiçara;2012;0;0,0;0;0,0;0;0,0
3517307;Guaimbê;2012;0;0,0;0;0,0;0;0,0
3517505;Guapiaçu;2012;0;0,0;0;0,0;0;0,0
3517901;Guaraci;2012;0;0,0;0;0,0;0;0,0
3518008;Guarani d'Oeste;2012;0;0,0;0;0,0;0;0,0
3518107;Guarantã;2012;0;0,0;0;0,0;0;0,0
3518503;Guareí;2012;0;0,0;0;0,0;0;0,0
3518859;Guatapará;2012;0;0,0;0;0,0;0;0,0
3518909;Guzolândia;2012;0;0,0;0;0,0;0;0,0
3519055;Holambra;2012;0;0,0;0;0,0;0;0,0
3519253;Iaras;2012;0;0,0;0;0,0;0;0,0
3519501;Ibirarema;2012;0;0,0;0;0,0;0;0,0
3519808;Icém;2012;0;0,0;0;0,0;0;0,0
3520426;Ilha Comprida;2012;0;0,0;0;0,0;0;0,0
3520608;Indiana;2012;0;0,0;0;0,0;0;0,0
3520806;Inúbia Paulista;2012;0;0,0;0;0,0;0;0,0
3521101;Ipeúna;2012;0;0,0;0;0,0;0;0,0
3521150;Ipiguá;2012;0;0,0;0;0,0;0;0,0
3521200;Iporanga;2012;0;0,0;0;0,0;0;0,0
3521408;Iracemápolis;2012;0;0,0;0;0,0;0;0,0
3521507;Irapuã;2012;0;0,0;0;0,0;0;0,0
3521606;Irapuru;2012;0;0,0;0;0,0;0;0,0
3522000;Itaju;2012;0;0,0;0;0,0;0;0,0
3522158;Itaoca;2012;0;0,0;0;0,0;0;0,0
3522653;Itapirapuã Paulista;2012;0;0,0;0;0,0;0;0,0
3523008;Itapura;2012;0;0,0;0;0,0;0;0,0
3523305;Itariri;2012;0;0,0;0;0,0;0;0,0
3523701;Itirapuã;2012;0;0,0;0;0,0;0;0,0
3523800;Itobi;2012;0;0,0;0;0,0;0;0,0
3524600;Jacupiranga;2012;0;0,0;0;0,0;0;0,0
3524907;Jambeiro;2012;0;0,0;0;0,0;0;0,0
3525102;Jardinópolis;2012;0;0,0;0;0,0;0;0,0
3525409;Jeriquara;2012;0;0,0;0;0,0;0;0,0
3525607;João Ramalho;2012;0;0,0;0;0,0;0;0,0
3525805;Júlio Mesquita;2012;0;0,0;0;0,0;0;0,0
3525854;Jumirim;2012;0;0,0;0;0,0;0;0,0
3526308;Lagoinha;2012;0;0,0;0;0,0;0;0,0
3526506;Lavínia;2012;0;0,0;0;0,0;0;0,0
3526605;Lavrinhas;2012;0;0,0;0;0,0;0;0,0
3527009;Lindóia;2012;0;0,0;0;0,0;0;0,0
3527256;Lourdes;2012;0;0,0;0;0,0;0;0,0
3527504;Lucianópolis;2012;0;0,0;0;0,0;0;0,0
3527603;Luís Antônio;2012;0;0,0;0;0,0;0;0,0
3527801;Lupércio;2012;0;0,0;0;0,0;0;0,0
3527900;Lutécia;2012;0;0,0;0;0,0;0;0,0
3528205;Macedônia;2012;0;0,0;0;0,0;0;0,0
3528304;Magda;2012;0;0,0;0;0,0;0;0,0
3528403;Mairinque;2012;0;0,0;0;0,0;0;0,0
3528601;Manduri;2012;0;0,0;0;0,0;0;0,0
3528700;Marabá Paulista;2012;0;0,0;0;0,0;0;0,0
3528858;Marapoama;2012;0;0,0;0;0,0;0;0,0
3528908;Mariápolis;2012;0;0,0;0;0,0;0;0,0
3529104;Marinópolis;2012;0;0,0;0;0,0;0;0,0
3529500;Mendonça;2012;0;0,0;0;0,0;0;0,0
3529609;Meridiano;2012;0;0,0;0;0,0;0;0,0
3529658;Mesópolis;2012;0;0,0;0;0,0;0;0,0
3529807;Mineiros do Tietê;2012;0;0,0;0;0,0;0;0,0
3530003;Mira Estrela;2012;0;0,0;0;0,0;0;0,0
3530201;Mirante do Paranapanema;2012;0;0,0;0;0,0;0;0,0
3530409;Mirassolândia;2012;0;0,0;0;0,0;0;0,0
3530904;Mombuca;2012;0;0,0;0;0,0;0;0,0
3531001;Monções;2012;0;0,0;0;0,0;0;0,0
3531209;Monte Alegre do Sul;2012;0;0,0;0;0,0;0;0,0
3531605;Monte Castelo;2012;0;0,0;0;0,0;0;0,0
3531704;Monteiro Lobato;2012;0;0,0;0;0,0;0;0,0
3532058;Motuca;2012;0;0,0;0;0,0;0;0,0
3532157;Nantes;2012;0;0,0;0;0,0;0;0,0
3532207;Narandiba;2012;0;0,0;0;0,0;0;0,0
3532306;Natividade da Serra;2012;0;0,0;0;0,0;0;0,0
3532702;Nipoã;2012;0;0,0;0;0,0;0;0,0
3532801;Nova Aliança;2012;0;0,0;0;0,0;0;0,0
3532827;Nova Campina;2012;0;0,0;0;0,0;0;0,0
3532843;Nova Canaã Paulista;2012;0;0,0;0;0,0;0;0,0
3532868;Nova Castilho;2012;0;0,0;0;0,0;0;0,0
3533106;Nova Guataporanga;2012;0;0,0;0;0,0;0;0,0
3533205;Nova Independência;2012;0;0,0;0;0,0;0;0,0
3533254;Novais;2012;0;0,0;0;0,0;0;0,0
3533304;Nova Luzitânia;2012;0;0,0;0;0,0;0;0,0
3533601;Nuporanga;2012;0;0,0;0;0,0;0;0,0
3533700;Ocauçu;2012;0;0,0;0;0,0;0;0,0
3533809;Óleo;2012;0;0,0;0;0,0;0;0,0
3534005;Onda Verde;2012;0;0,0;0;0,0;0;0,0
3534104;Oriente;2012;0;0,0;0;0,0;0;0,0
3534203;Orindiúva;2012;0;0,0;0;0,0;0;0,0
3534500;Oscar Bressane;2012;0;0,0;0;0,0;0;0,0
3534807;Ouro Verde;2012;0;0,0;0;0,0;0;0,0
3535002;Palestina;2012;0;0,0;0;0,0;0;0,0
3535101;Palmares Paulista;2012;0;0,0;0;0,0;0;0,0
3535705;Paraíso;2012;0;0,0;0;0,0;0;0,0
3535903;Paranapuã;2012;0;0,0;0;0,0;0;0,0
3536109;Pardinho;2012;0;0,0;0;0,0;0;0,0
3536257;Parisi;2012;0;0,0;0;0,0;0;0,0
3536406;Paulicéia;2012;0;0,0;0;0,0;0;0,0
3536570;Paulistânia;2012;0;0,0;0;0,0;0;0,0
3536802;Pedra Bela;2012;0;0,0;0;0,0;0;0,0
3536901;Pedranópolis;2012;0;0,0;0;0,0;0;0,0
3537156;Pedrinhas Paulista;2012;0;0,0;0;0,0;0;0,0
3537206;Pedro de Toledo;2012;0;0,0;0;0,0;0;0,0
3537503;Pereiras;2012;0;0,0;0;0,0;0;0,0
3537701;Piacatu;2012;0;0,0;0;0,0;0;0,0
3538105;Pindorama;2012;0;0,0;0;0,0;0;0,0
3538204;Pinhalzinho;2012;0;0,0;0;0,0;0;0,0
3538303;Piquerobi;2012;0;0,0;0;0,0;0;0,0
3538501;Piquete;2012;0;0,0;0;0,0;0;0,0
3539103;Pirapora do Bom Jesus;2012;0;0,0;0;0,0;0;0,0
3539608;Planalto;2012;0;0,0;0;0,0;0;0,0
3539707;Platina;2012;0;0,0;0;0,0;0;0,0
3539905;Poloni;2012;0;0,0;0;0,0;0;0,0
3540101;Pongaí;2012;0;0,0;0;0,0;0;0,0
3540259;Pontalinda;2012;0;0,0;0;0,0;0;0,0
3540309;Pontes Gestal;2012;0;0,0;0;0,0;0;0,0
3540507;Porangaba;2012;0;0,0;0;0,0;0;0,0
3540754;Potim;2012;0;0,0;0;0,0;0;0,0
3540853;Pracinha;2012;0;0,0;0;0,0;0;0,0
3540903;Pradópolis;2012;0;0,0;0;0,0;0;0,0
3541059;Pratânia;2012;0;0,0;0;0,0;0;0,0
3541109;Presidente Alves;2012;0;0,0;0;0,0;0;0,0
3541653;Quadra;2012;0;0,0;0;0,0;0;0,0
3541703;Quatá;2012;0;0,0;0;0,0;0;0,0
3541802;Queiroz;2012;0;0,0;0;0,0;0;0,0
3542008;Quintana;2012;0;0,0;0;0,0;0;0,0
3542107;Rafard;2012;0;0,0;0;0,0;0;0,0
3542305;Redenção da Serra;2012;0;0,0;0;0,0;0;0,0
3542503;Reginópolis;2012;0;0,0;0;0,0;0;0,0
3542701;Restinga;2012;0;0,0;0;0,0;0;0,0
3542800;Ribeira;2012;0;0,0;0;0,0;0;0,0
3543105;Ribeirão Corrente;2012;0;0,0;0;0,0;0;0,0
3543204;Ribeirão do Sul;2012;0;0,0;0;0,0;0;0,0
3543238;Ribeirão dos Índios;2012;0;0,0;0;0,0;0;0,0
3543253;Ribeirão Grande;2012;0;0,0;0;0,0;0;0,0
3543501;Riversul;2012;0;0,0;0;0,0;0;0,0
3543600;Rifaina;2012;0;0,0;0;0,0;0;0,0
3543709;Rincão;2012;0;0,0;0;0,0;0;0,0
3544103;Rio Grande da Serra;2012;0;0,0;0;0,0;0;0,0
3544400;Rubiácea;2012;0;0,0;0;0,0;0;0,0
3544509;Rubinéia;2012;0;0,0;0;0,0;0;0,0
3544608;Sabino;2012;0;0,0;0;0,0;0;0,0
3544707;Sagres;2012;0;0,0;0;0,0;0;0,0
3544806;Sales;2012;0;0,0;0;0,0;0;0,0
3545100;Salmourão;2012;0;0,0;0;0,0;0;0,0
3545159;Saltinho;2012;0;0,0;0;0,0;0;0,0
3545506;Sandovalina;2012;0;0,0;0;0,0;0;0,0
3545704;Santa Albertina;2012;0;0,0;0;0,0;0;0,0
3546009;Santa Branca;2012;0;0,0;0;0,0;0;0,0
3546108;Santa Clara d'Oeste;2012;0;0,0;0;0,0;0;0,0
3546207;Santa Cruz da Conceição;2012;0;0,0;0;0,0;0;0,0
3546256;Santa Cruz da Esperança;2012;0;0,0;0;0,0;0;0,0
3546504;Santa Ernestina;2012;0;0,0;0;0,0;0;0,0
3546702;Santa Gertrudes;2012;0;0,0;0;0,0;0;0,0
3546900;Santa Lúcia;2012;0;0,0;0;0,0;0;0,0
3547106;Santa Mercedes;2012;0;0,0;0;0,0;0;0,0
3547205;Santana da Ponte Pensa;2012;0;0,0;0;0,0;0;0,0
3547403;Santa Rita d'Oeste;2012;0;0,0;0;0,0;0;0,0
3547650;Santa Salete;2012;0;0,0;0;0,0;0;0,0
3548005;Santo Antônio de Posse;2012;0;0,0;0;0,0;0;0,0
3548054;Santo Antônio do Aracanguá;2012;0;0,0;0;0,0;0;0,0
3548104;Santo Antônio do Jardim;2012;0;0,0;0;0,0;0;0,0
3548203;Santo Antônio do Pinhal;2012;0;0,0;0;0,0;0;0,0
3548302;Santo Expedito;2012;0;0,0;0;0,0;0;0,0
3548401;Santópolis do Aguapeí;2012;0;0,0;0;0,0;0;0,0
3549003;São Francisco;2012;0;0,0;0;0,0;0;0,0
3549201;São João das Duas Pontes;2012;0;0,0;0;0,0;0;0,0
3549250;São João de Iracema;2012;0;0,0;0;0,0;0;0,0
3549300;São João do Pau d'Alho;2012;0;0,0;0;0,0;0;0,0
3549508;São José da Bela Vista;2012;0;0,0;0;0,0;0;0,0
3549607;São José do Barreiro;2012;0;0,0;0;0,0;0;0,0
3549953;São Lourenço da Serra;2012;0;0,0;0;0,0;0;0,0
3550506;São Pedro do Turvo;2012;0;0,0;0;0,0;0;0,0
3551108;Sarapuí;2012;0;0,0;0;0,0;0;0,0
3551207;Sarutaiá;2012;0;0,0;0;0,0;0;0,0
3551306;Sebastianópolis do Sul;2012;0;0,0;0;0,0;0;0,0
3551405;Serra Azul;2012;0;0,0;0;0,0;0;0,0
3551801;Sete Barras;2012;0;0,0;0;0,0;0;0,0
3551900;Severínia;2012;0;0,0;0;0,0;0;0,0
3552551;Suzanápolis;2012;0;0,0;0;0,0;0;0,0
3552908;Taciba;2012;0;0,0;0;0,0;0;0,0
3553104;Taiaçu;2012;0;0,0;0;0,0;0;0,0
3553500;Tapiraí;2012;0;0,0;0;0,0;0;0,0
3553658;Taquaral;2012;0;0,0;0;0,0;0;0,0
3553856;Taquarivaí;2012;0;0,0;0;0,0;0;0,0
3553906;Tarabai;2012;0;0,0;0;0,0;0;0,0
3553955;Tarumã;2012;0;0,0;0;0,0;0;0,0
3554201;Tejupá;2012;0;0,0;0;0,0;0;0,0
3554607;Timburi;2012;0;0,0;0;0,0;0;0,0
3554656;Torre de Pedra;2012;0;0,0;0;0,0;0;0,0
3554755;Trabiju;2012;0;0,0;0;0,0;0;0,0
3554904;Três Fronteiras;2012;0;0,0;0;0,0;0;0,0
3554953;Tuiuti;2012;0;0,0;0;0,0;0;0,0
3555208;Turiúba;2012;0;0,0;0;0,0;0;0,0
3555307;Turmalina;2012;0;0,0;0;0,0;0;0,0
3555356;Ubarana;2012;0;0,0;0;0,0;0;0,0
3555505;Ubirajara;2012;0;0,0;0;0,0;0;0,0
3555604;Uchoa;2012;0;0,0;0;0,0;0;0,0
3555703;União Paulista;2012;0;0,0;0;0,0;0;0,0
3555901;Uru;2012;0;0,0;0;0,0;0;0,0
3556107;Valentim Gentil;2012;0;0,0;0;0,0;0;0,0
3556354;Vargem;2012;0;0,0;0;0,0;0;0,0
3556453;Vargem Grande Paulista;2012;0;0,0;0;0,0;0;0,0
3556602;Vera Cruz;2012;0;0,0;0;0,0;0;0,0
3556958;Vitória Brasil;2012;0;0,0;0;0,0;0;0,0
3557154;Zacarias;2012;0;0,0;0;0,0;0;0,0
3557303;Estiva Gerbi;2012;0;0,0;0;0,0;0;0,0
3500600;Águas de São Pedro;2012;4;1,4;4;1,4;0;0,0
3501707;Américo Brasiliense;2012;264;7,4;264;7,4;0;0,0
3503109;Arandu;2012;16;2,6;16;2,6;0;0,0
3504909;Bananal;2012;15;1,5;15;1,5;0;0,0
3505609;Barrinha;2012;29;1,0;29;1,0;0;0,0
3506359;Bertioga;2012;50;1,0;50;1,0;0;0,0
3507100;Bom Jesus dos Perdões;2012;11;0,5;11;0,5;0;0,0
3509254;Cajati;2012;13;0,5;13;0,5;0;0,0
3509601;Campo Limpo Paulista;2012;56;0,7;56;0,7;0;0,0
3513900;Divinolândia;2012;198;17,8;198;17,8;0;0,0
3514809;Eldorado;2012;2;0,1;2;0,1;0;0,0
3514908;Elias Fausto;2012;6;0,4;6;0,4;0;0,0
3515004;Embu das Artes;2012;77;0,3;77;0,3;0;0,0
3515103;Embu-Guaçu;2012;16;0,3;16;0,3;0;0,0
3515707;Ferraz de Vasconcelos;2012;193;1,1;193;1,1;0;0,0
3517604;Guapiara;2012;19;1,1;19;1,1;0;0,0
3519204;Iacri;2012;15;2,3;15;2,3;0;0,0
3519303;Ibaté;2012;32;1,0;32;1,0;0;0,0
3519709;Ibiúna;2012;63;0,9;63;0,9;0;0,0
3519907;Iepê;2012;20;2,6;20;2,6;0;0,0
3520202;Igaratá;2012;15;1,7;15;1,7;0;0,0
3520301;Iguape;2012;13;0,4;13;0,4;0;0,0
3521002;Iperó;2012;15;0,5;15;0,5;0;0,0
3522109;Itanhaém;2012;77;0,9;77;0,9;0;0,0
3524204;Jaborandi;2012;17;2,6;17;2,6;0;0,0
3524709;Jaguariúna;2012;75;1,6;75;1,6;0;0,0
3526100;Juquiá;2012;15;0,8;15;0,8;0;0,0
3526209;Juquitiba;2012;24;0,8;24;0,8;0;0,0
3528502;Mairiporã;2012;47;0,6;47;0,6;0;0,0
3529906;Miracatu;2012;16;0,8;16;0,8;0;0,0
3531100;Mongaguá;2012;44;0,9;44;0,9;0;0,0
3532108;Murutinga do Sul;2012;22;5,2;22;5,2;0;0,0
3532405;Nazaré Paulista;2012;24;1,4;24;1,4;0;0,0
3533403;Nova Odessa;2012;53;1,0;53;1,0;0;0,0
3535804;Paranapanema;2012;30;1,6;30;1,6;0;0,0
3536208;Pariquera-Açu;2012;152;8,2;152;8,2;0;0,0
3536505;Paulínia;2012;84;1,0;84;1,0;0;0,0
3537602;Peruíbe;2012;39;0,6;39;0,6;0;0,0
3539202;Pirapozinho;2012;59;2,3;59;2,3;0;0,0
3539806;Poá;2012;21;0,2;21;0,2;0;0,0
3540002;Pompéia;2012;41;2,0;41;2,0;0;0,0
3541604;Promissão;2012;78;2,1;78;2,1;0;0,0
3541901;Queluz;2012;26;2,2;26;2,2;0;0,0
3544251;Rosana;2012;57;2,9;57;2,9;0;0,0
3544301;Roseira;2012;14;1,4;14;1,4;0;0,0
3547007;Santa Maria da Serra;2012;5;0,9;5;0,9;0;0,0
3547304;Santana de Parnaíba;2012;20;0,2;20;0,2;0;0,0
3547908;Santo Antônio da Alegria;2012;12;1,9;12;1,9;0;0,0
3550209;São Miguel Arcanjo;2012;6;0,2;6;0,2;0;0,0
3552007;Silveiras;2012;3;0,5;3;0,5;0;0,0
3552304;Sud Mennucci;2012;20;2,7;20;2,7;0;0,0
3553203;Taiúva;2012;4;0,7;4;0,7;0;0,0
3556503;Várzea Paulista;2012;36;0,3;36;0,3;0;0,0
3556909;Vista Alegre do Alto;2012;9;1,3;9;1,3;0;0,0
3507407;Borborema;2012;26;1,8;16;1,1;10;0,7
3510005;Cândido Mota;2012;50;1,7;40;1,3;10;0,3
3511904;Clementina;2012;30;4,1;20;2,7;10;1,4
3512100;Colômbia;2012;30;5,0;20;3,3;10;1,7
3537107;Pedreira;2012;49;1,2;39;0,9;10;0,2
3538907;Pirajuí;2012;303;13,3;293;12,8;10;0,4
3540408;Populina;2012;18;4,3;8;1,9;10;2,4
3540606;Porto Feliz;2012;45;0,9;35;0,7;10;0,2
3541307;Presidente Epitácio;2012;78;1,9;68;1,6;10;0,2
3544905;Sales Oliveira;2012;29;2,7;19;1,8;10;0,9
3505807;Bastos;2012;35;1,7;28;1,4;7;0,3
3508603;Cachoeira Paulista;2012;47;1,5;40;1,3;7;0,2
3508702;Caconde;2012;65;3,5;58;3,1;7;0,4
3511706;Charqueada;2012;33;2,1;26;1,7;7;0,5
3512001;Colina;2012;47;2,7;40;2,3;7;0,4
3512308;Conchas;2012;42;2,6;35;2,1;7;0,4
3517802;Guaraçaí;2012;27;3,2;20;2,4;7;0,8
3518305;Guararema;2012;35;1,3;28;1,1;7;0,3
3523503;Itatinga;2012;14;0,8;7;0,4;7;0,4
3525508;Joanópolis;2012;24;2,0;17;1,4;7;0,6
3527306;Louveira;2012;41;1,0;34;0,9;7;0,2
3531803;Monte Mor;2012;45;0,9;38;0,7;7;0,1
3542404;Regente Feijó;2012;24;1,3;17;0,9;7;0,4
3554706;Torrinha;2012;20;2,1;13;1,4;7;0,7
3507902;Brotas;2012;41;1,9;35;1,6;6;0,3
3509304;Cajobi;2012;32;3,3;26;2,6;6;0,6
3514304;Dourado;2012;18;2,1;12;1,4;6;0,7
3536000;Parapuã;2012;32;3,0;26;2,4;6;0,6
3554300;Teodoro Sampaio;2012;58;2,7;52;2,4;6;0,3
3508405;Cabreúva;2012;36;0,8;28;0,6;8;0,2
3517703;Guará;2012;30;1,5;22;1,1;8;0,4
3520004;Igaraçu do Tietê;2012;63;2,7;55;2,3;8;0,3
3537909;Pilar do Sul;2012;35;1,3;27;1,0;8;0,3
3538600;Piracaia;2012;37;1,5;29;1,1;8;0,3
3540804;Potirendaba;2012;28;1,8;20;1,3;8;0,5
3542909;Ribeirão Bonito;2012;17;1,4;9;0,7;8;0,7
3550704;São Sebastião;2012;101;1,3;93;1,2;8;0,1
3550902;São Simão;2012;40;2,8;32;2,2;8;0,6
3552106;Socorro;2012;62;1,7;54;1,5;8;0,2
3502705;Apiaí;2012;47;1,9;42;1,7;5;0,2
3514502;Duartina;2012;82;6,7;77;6,3;5;0,4
3515202;Estrela d'Oeste;2012;14;1,7;9;1,1;5;0,6
3532900;Nova Europa;2012;12;1,3;7;0,7;5;0,5
3553005;Taguaí;2012;17;1,5;12;1,1;5;0,4
3501301;Álvares Machado;2012;20;0,8;18;0,8;2;0,1
3503406;Arealva;2012;24;3,0;22;2,8;2;0,3
3506706;Boa Esperança do Sul;2012;15;1,1;13;0,9;2;0,1
3513108;Cravinhos;2012;15;0,5;13;0,4;2;0,1
3519105;Iacanga;2012;27;2,6;25;2,4;2;0,2
3535606;Paraibuna;2012;14;0,8;12;0,7;2;0,1
3527405;Lucélia;2012;67;3,3;48;2,4;19;0,9
3528106;Macaubal;2012;24;3,1;5;0,7;19;2,5
3529708;Miguelópolis;2012;66;3,2;47;2,3;19;0,9
3535507;Paraguaçu Paulista;2012;97;2,3;78;1,8;19;0,4
3547700;Santo Anastácio;2012;56;2,7;37;1,8;19;0,9
3552601;Tabapuã;2012;30;2,6;11;1,0;19;1,7
3553807;Taquarituba;2012;55;2,4;36;1,6;19;0,8
3556008;Urupês;2012;34;2,7;15;1,2;19;1,5
3509403;Cajuru;2012;68;2,9;50;2,1;18;0,8
3510203;Capão Bonito;2012;67;1,5;49;1,1;18;0,4
3519402;Ibirá;2012;27;2,4;9;0,8;18;1,6
3520103;Igarapava;2012;50;1,8;32;1,1;18;0,6
3533908;Olímpia;2012;94;1,9;76;1,5;18;0,4
3539509;Pitangueiras;2012;50;1,4;32;0,9;18;0,5
3503802;Artur Nogueira;2012;12;0,3;0;0,0;12;0,3
3536307;Patrocínio Paulista;2012;35;2,6;23;1,7;12;0,9
3546801;Santa Isabel;2012;102;2,0;90;1,8;12;0,2
3547601;Santa Rosa de Viterbo;2012;30;1,2;18;0,7;12;0,5
3502754;Araçariguama;2012;4;0,2;0;0,0;4;0,2
3511003;Castilho;2012;25;1,3;21;1,1;4;0,2
3513504;Cubatão;2012;138;1,1;134;1,1;4;0,0
3523602;Itirapina;2012;24;1,5;20;1,3;4;0,3
3528809;Maracaí;2012;26;1,9;22;1,6;4;0,3
3539400;Piratininga;2012;30;2,4;26;2,1;4;0,3
3550803;São Sebastião da Grama;2012;30;2,5;26;2,2;4;0,3
3552403;Sumaré;2012;184;0,7;180;0,7;4;0,0
3501103;Alto Alegre;2012;22;5,4;19;4,6;3;0,7
3502200;Angatuba;2012;57;2,5;54;2,4;3;0,1
3520400;Ilhabela;2012;40;1,4;37;1,3;3;0,1
3534906;Pacaembu;2012;32;2,4;29;2,2;3;0,2
3545001;Salesópolis;2012;24;1,5;21;1,3;3;0,2
3508801;Cafelândia;2012;58;3,5;47;2,8;11;0,7
3512209;Conchal;2012;52;2,0;41;1,6;11;0,4
3522901;Itapuí;2012;33;2,6;22;1,8;11;0,9
3541208;Presidente Bernardes;2012;51;3,7;40;2,9;11;0,8
3554805;Tremembé;2012;30;0,7;19;0,5;11;0,3
3510708;Cardoso;2012;31;2,6;18;1,5;13;1,1
3511607;Cesário Lange;2012;30;1,9;17;1,1;13;0,8
3519006;Herculândia;2012;32;3,6;19;2,2;13;1,5
3528007;Macatuba;2012;31;1,9;18;1,1;13;0,8
3543808;Rinópolis;2012;33;3,3;20;2,0;13;1,3
3551603;Serra Negra;2012;55;2,1;42;1,6;13;0,5
3552700;Tabatinga;2012;35;2,3;22;1,5;13;0,9
3553302;Tambaú;2012;36;1,6;23;1,0;13;0,6
3553609;Tapiratiba;2012;34;2,7;21;1,7;13;1,0
3503703;Ariranha;2012;25;2,9;4;0,5;21;2,4
3506409;Bilac;2012;35;4,9;14;1,9;21;2,9
3514106;Dois Córregos;2012;65;2,6;44;1,7;21;0,8
3516606;Gália;2012;45;6,5;24;3,5;21;3,0
3516903;General Salgado;2012;32;3,0;11;1,0;21;2,0
3518602;Guariba;2012;72;2,0;51;1,4;21;0,6
3521903;Itajobi;2012;36;2,5;15;1,0;21;1,4
3525201;Jarinu;2012;33;1,3;12;0,5;21;0,8
3531506;Monte Azul Paulista;2012;70;3,7;49;2,6;21;1,1
3546306;Santa Cruz das Palmeiras;2012;43;1,4;22;0,7;21;0,7
3501004;Altinópolis;2012;30;1,9;21;1,3;9;0,6
3511409;Cerqueira César;2012;42;2,4;33;1,8;9;0,5
3515400;Fartura;2012;26;1,7;17;1,1;9;0,6
3517000;Getulina;2012;51;4,7;42;3,9;9;0,8
3538808;Piraju;2012;80;2,8;71;2,5;9;0,3
3508108;Buritama;2012;42;2,7;22;1,4;20;1,3
3521309;Ipuã;2012;48;3,3;28;1,9;20;1,4
3535408;Panorama;2012;65;4,4;45;3,1;20;1,4
3536703;Pederneiras;2012;72;1,7;52;1,2;20;0,5
3537008;Pedregulho;2012;53;3,4;33;2,1;20;1,3
3545605;Santa Adélia;2012;31;2,1;11;0,8;20;1,4
3513702;Descalvado;2012;38;1,2;23;0,7;15;0,5
3536604;Paulo de Faria;2012;24;2,8;9;1,1;15;1,8
3544004;Rio das Pedras;2012;53;1,7;38;1,2;15;0,5
3550001;São Luiz do Paraitinga;2012;26;2,5;11;1,1;15;1,4
3551504;Serrana;2012;58;1,5;43;1,1;15;0,4
3500105;Adamantina;2012;300;8,9;263;7,8;37;1,1
3500303;Aguaí;2012;76;2,3;49;1,5;27;0,8
3500709;Agudos;2012;65;1,9;43;1,2;22;0,6
3501608;Americana;2012;686;3,2;343;1,6;343;1,6
3501905;Amparo;2012;469;7,0;356;5,3;113;1,7
3502101;Andradina;2012;100;1,8;64;1,2;36;0,6
3502507;Aparecida;2012;84;2,4;50;1,4;34;1,0
3502606;Aparecida d'Oeste;2012;30;6,8;8;1,8;22;5,0
3502804;Araçatuba;2012;660;3,6;495;2,7;165;0,9
3502903;Araçoiaba da Serra;2012;90;3,2;0;0,0;90;3,2
3503208;Araraquara;2012;587;2,8;278;1,3;309;1,5
3503307;Araras;2012;578;4,8;289;2,4;289;2,4
3503901;Arujá;2012;82;1,1;15;0,2;67;0,9
3504008;Assis;2012;389;4,0;245;2,5;144;1,5
3504107;Atibaia;2012;187;1,4;48;0,4;139;1,1
3504503;Avaré;2012;153;1,8;95;1,1;58;0,7
3505203;Bariri;2012;68;2,1;52;1,6;16;0,5
3505302;Barra Bonita;2012;101;2,9;68;1,9;33;0,9
3505500;Barretos;2012;607;5,4;492;4,3;115;1,0
3505708;Barueri;2012;477;1,9;381;1,6;96;0,4
3505906;Batatais;2012;139;2,4;94;1,6;45;0,8
3506003;Bauru;2012;1.128;3,2;711;2,0;417;1,2
3506102;Bebedouro;2012;155;2,1;107;1,4;48;0,6
3506300;Bernardino de Campos;2012;50;4,6;16;1,5;34;3,2
3506508;Birigui;2012;262;2,4;170;1,5;92;0,8
3507001;Boituva;2012;55;1,1;39;0,8;16;0,3
3507506;Botucatu;2012;604;4,6;497;3,8;107;0,8
3507605;Bragança Paulista;2012;331;2,2;203;1,4;128;0,9
3508504;Caçapava;2012;132;1,5;63;0,7;69;0,8
3509007;Caieiras;2012;68;0,8;29;0,3;39;0,4
3509205;Cajamar;2012;171;2,6;71;1,1;100;1,5
3509502;Campinas;2012;2.948;2,7;1.351;1,2;1.597;1,5
3509700;Campos do Jordão;2012;376;7,8;329;6,8;47;1,0
3510401;Capivari;2012;119;2,4;58;1,2;61;1,2
3510500;Caraguatatuba;2012;158;1,5;120;1,2;38;0,4
3510609;Carapicuíba;2012;353;0,9;263;0,7;90;0,2
3510807;Casa Branca;2012;412;14,4;395;13,8;17;0,6
3511102;Catanduva;2012;526;4,6;396;3,5;130;1,1
3511508;Cerquilho;2012;42;1,0;26;0,6;16;0,4
3512803;Cosmópolis;2012;103;1,7;74;1,2;29;0,5
3513009;Cotia;2012;287;1,4;189;0,9;98;0,5
3513405;Cruzeiro;2012;152;2,0;107;1,4;45;0,6
3513603;Cunha;2012;40;1,8;24;1,1;16;0,7
